step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy,train_mean_reward,full_validation_mean_reward
852,0.22696,0.91594,,,,
853,0.25663,0.91594,,,,
854,0.27799,0.88986,,,,
855,0.30449,0.88986,,,,
856,0.2551,0.91304,,,,
857,0.28791,0.89565,,,,
858,0.29041,0.90145,,,,
859,0.29436,0.90435,,,,
860,0.31739,0.87826,,,,
861,0.23156,0.93913,,,,
862,0.28614,0.89275,,,,
863,0.25552,0.91594,,,,
864,0.25327,0.91304,,,,
865,0.27815,0.90435,,,,
866,0.2969,0.89565,,,,
867,0.28228,0.89565,,,,
868,0.26502,0.91594,,,,
869,0.31531,0.86957,,,,
870,0.25821,0.91014,,,,
871,0.22355,0.93043,,,,
872,0.2566,0.91014,,,,
873,0.2423,0.92464,,,,
874,0.27766,0.90145,,,,
875,0.26264,0.90725,,,,
876,0.23418,0.92174,,,,
877,0.20786,0.92754,,,,
878,0.23256,0.91594,,,,
879,0.23397,0.91594,,,,
880,0.20348,0.93913,,,,
881,0.22064,0.91884,,,,
882,0.25832,0.90725,,,,
883,0.25852,0.90725,,,,
884,0.22763,0.91594,,,,
885,0.2718,0.90145,,,,
886,0.28816,0.90435,,,,
887,0.25107,0.91594,,,,
888,0.21849,0.92174,,,,
889,0.26299,0.90725,,,,
890,0.25756,0.91304,,,,
891,0.28083,0.89855,,,,
892,0.25873,0.92754,,,,
893,0.2639,0.89855,,,,
894,0.27457,0.91014,,,,
895,0.25093,0.91884,,,,
896,0.24358,0.91884,,,,
897,0.28456,0.90145,,,,
898,0.24513,0.91594,,,,
899,0.28639,0.88696,,,,
900,0.22888,0.92754,0.29885,0.89565,,
901,0.25823,0.90145,,,,
902,0.24538,0.91014,,,,
903,0.26591,0.91014,,,,
904,0.28744,0.90435,,,,
905,0.25175,0.91304,,,,
906,0.2845,0.90435,,,,
907,0.23644,0.91594,,,,
908,0.28002,0.90145,,,,
909,0.23772,0.91594,,,,
910,0.32885,0.88406,,,,
911,0.24559,0.91594,,,,
912,0.28541,0.89565,,,,
913,0.29552,0.88406,,,,
914,0.22998,0.92464,,,,
915,0.26098,0.91304,,,,
916,0.27082,0.89275,,,,
917,0.28156,0.89855,,,,
918,0.26515,0.90145,,,,
919,0.27349,0.91014,,,,
920,0.30729,0.88986,,,,
921,0.23749,0.90145,,,,
922,0.21335,0.93913,,,,
923,0.20572,0.93333,,,,
924,0.32137,0.87826,,,,
925,0.23007,0.92464,,,,
926,0.25836,0.91014,,,,
927,0.24206,0.91884,,,,
928,0.25456,0.90435,,,,
929,0.25948,0.92174,,,,
930,0.24328,0.91304,,,,
931,0.22013,0.92754,,,,
932,0.24213,0.92174,,,,
933,0.21441,0.93043,,,,
934,0.26681,0.91014,,,,
935,0.23994,0.93043,,,,
936,0.25518,0.91014,,,,
937,0.26832,0.90145,,,,
938,0.28265,0.90145,,,,
939,0.2221,0.92754,,,,
940,0.36792,0.87826,,,,
941,0.30207,0.89275,,,,
942,0.2264,0.91594,,,,
943,0.20274,0.93043,,,,
944,0.23185,0.91594,,,,
945,0.30202,0.89855,,,,
946,0.21802,0.93333,,,,
947,0.22855,0.91884,,,,
948,0.29465,0.90145,,,,
949,0.23362,0.92754,,,,
950,0.2523,0.92174,,,,
951,0.22364,0.93333,,,,
952,0.25142,0.90435,,,,
953,0.26045,0.90435,,,,
954,0.2191,0.92464,,,,
955,0.23918,0.92754,,,,
956,0.24755,0.90725,,,,
957,0.25785,0.90725,,,,
958,0.24932,0.91304,,,,
959,0.25657,0.90725,,,,
960,0.29448,0.88986,,,,
961,0.28347,0.91014,,,,
962,0.24503,0.91884,,,,
963,0.23815,0.91594,,,,
964,0.30263,0.89565,,,,
965,0.22211,0.90725,,,,
966,0.26761,0.91304,,,,
967,0.20965,0.93043,,,,
968,0.23642,0.91594,,,,
969,0.22431,0.92754,,,,
970,0.25519,0.91594,,,,
971,0.24785,0.91594,,,,
972,0.26147,0.92174,,,,
973,0.2203,0.92174,,,,
974,0.31802,0.89855,,,,
975,0.27013,0.90435,,,,
976,0.24778,0.91304,,,,
977,0.28433,0.90145,,,,
978,0.26282,0.91014,,,,
979,0.27908,0.90435,,,,
980,0.26981,0.89855,,,,
981,0.24489,0.91304,,,,
982,0.22264,0.92754,,,,
983,0.25373,0.91304,,,,
984,0.26446,0.90725,,,,
985,0.21667,0.93043,,,,
986,0.28269,0.91014,,,,
987,0.29122,0.89565,,,,
988,0.25279,0.89855,,,,
989,0.25588,0.90145,,,,
990,0.22428,0.93043,,,,
991,0.19717,0.93913,,,,
992,0.22409,0.92464,,,,
993,0.22558,0.91304,,,,
994,0.25794,0.91884,,,,
995,0.3059,0.88986,,,,
996,0.26629,0.91014,,,,
997,0.25795,0.91304,,,,
998,0.24488,0.91014,,,,
999,0.33335,0.86957,,,,
1000,0.303,0.90145,0.22264,0.93333,,
1001,0.27548,0.90435,,,,
1002,0.21415,0.93043,,,,
1003,0.25121,0.90435,,,,
1004,0.28629,0.87826,,,,
1005,0.22745,0.93333,,,,
1006,0.28848,0.91014,,,,
1007,0.29849,0.89855,,,,
1008,0.23765,0.92174,,,,
1009,0.22848,0.92754,,,,
1010,0.28097,0.90435,,,,
1011,0.26746,0.91304,,,,
1012,0.27425,0.90145,,,,
1013,0.24214,0.93043,,,,
1014,0.25755,0.91014,,,,
1015,0.24976,0.91594,,,,
1016,0.28866,0.90145,,,,
1017,0.24728,0.91594,,,,
1018,0.24869,0.92754,,,,
1019,0.2368,0.92754,,,,
1020,0.28479,0.92464,,,,
1021,0.29054,0.89565,,,,
1022,0.22748,0.91884,,,,
1023,0.24864,0.91884,,,,
1024,0.24528,0.90435,,,,
1025,0.28093,0.88696,,,,
1026,0.25741,0.91884,,,,
1027,0.29049,0.91014,,,,
1028,0.25175,0.91014,,,,
1029,0.24077,0.91884,,,,
1030,0.21403,0.93333,,,,
1031,0.30079,0.89275,,,,
1032,0.18505,0.94203,,,,
1033,0.25528,0.90435,,,,
1034,0.28797,0.91594,,,,
1035,0.25057,0.91594,,,,
1036,0.25897,0.91884,,,,
1037,0.32093,0.88696,,,,
1038,0.25515,0.91304,,,,
1039,0.30993,0.88696,,,,
1040,0.21342,0.93043,,,,
1041,0.313,0.89275,,,,
1042,0.25691,0.91014,,,,
1043,0.2334,0.91304,,,,
1044,0.26433,0.90725,,,,
1045,0.22924,0.91884,,,,
1046,0.21609,0.92174,,,,
1047,0.24922,0.90435,,,,
1048,0.23386,0.92174,,,,
1049,0.22947,0.92464,,,,
1050,0.31644,0.89855,,,,
1051,0.25996,0.90725,,,,
1052,0.24358,0.92754,,,,
1053,0.26779,0.90725,,,,
1054,0.26977,0.90725,,,,
1055,0.20506,0.92464,,,,
1056,0.26694,0.90145,,,,
1057,0.29663,0.89275,,,,
1058,0.29779,0.89565,,,,
1059,0.23068,0.93043,,,,
1060,0.2799,0.90145,,,,
1061,0.26061,0.90435,,,,
1062,0.26637,0.89855,,,,
1063,0.30776,0.89275,,,,
1064,0.21036,0.93333,,,,
1065,0.29775,0.89275,,,,
1066,0.29213,0.90145,,,,
1067,0.24518,0.91884,,,,
1068,0.21043,0.92464,,,,
1069,0.23525,0.92754,,,,
1070,0.22679,0.91884,,,,
1071,0.24454,0.90145,,,,
1072,0.2822,0.90435,,,,
1073,0.22187,0.93043,,,,
1074,0.26777,0.90725,,,,
1075,0.21795,0.92754,,,,
1076,0.22886,0.91594,,,,
1077,0.25362,0.91594,,,,
1078,0.24357,0.92174,,,,
1079,0.21573,0.91304,,,,
1080,0.32119,0.87536,,,,
1081,0.24055,0.90725,,,,
1082,0.2729,0.89565,,,,
1083,0.25057,0.90435,,,,
1084,0.23514,0.91884,,,,
1085,0.25254,0.90725,,,,
1086,0.29556,0.90145,,,,
1087,0.25372,0.92174,,,,
1088,0.31708,0.88696,,,,
1089,0.24826,0.91014,,,,
1090,0.2519,0.91594,,,,
1091,0.246,0.91304,,,,
1092,0.24157,0.91884,,,,
1093,0.23687,0.91594,,,,
1094,0.25961,0.90145,,,,
1095,0.22637,0.91304,,,,
1096,0.24771,0.91884,,,,
1097,0.26325,0.91304,,,,
1098,0.3124,0.87536,,,,
1099,0.2368,0.91884,,,,
1100,0.20858,0.92464,0.24777,0.92754,,
1101,0.24154,0.91884,,,,
1102,0.25394,0.91014,,,,
1103,0.26063,0.90725,,,,
1104,0.2374,0.92464,,,,
1105,0.24584,0.91884,,,,
1106,0.24668,0.90725,,,,
1107,0.31548,0.88696,,,,
1108,0.26072,0.90145,,,,
1109,0.26401,0.89855,,,,
1110,0.22312,0.92464,,,,
1111,0.25123,0.90725,,,,
1112,0.24301,0.91304,,,,
1113,0.22981,0.91884,,,,
1114,0.26578,0.91304,,,,
1115,0.24415,0.92464,,,,
1116,0.26985,0.90435,,,,
1117,0.25639,0.91014,,,,
1118,0.261,0.91014,,,,
1119,0.25639,0.91594,,,,
1120,0.22309,0.93043,,,,
1121,0.29849,0.89855,,,,
1122,0.32111,0.89275,,,,
1123,0.2945,0.90145,,,,
1124,0.24218,0.91304,,,,
1125,0.27095,0.89565,,,,
1126,0.29355,0.88696,,,,
1127,0.24243,0.91304,,,,
1128,0.23521,0.91884,,,,
1129,0.29039,0.90145,,,,
1130,0.28484,0.91014,,,,
1131,0.24491,0.91594,,,,
1132,0.29383,0.89275,,,,
1133,0.20697,0.93913,,,,
1134,0.26486,0.90435,,,,
1135,0.269,0.90435,,,,
1136,0.23791,0.92464,,,,
1137,0.2609,0.90435,,,,
1138,0.27319,0.90435,,,,
1139,0.25949,0.91594,,,,
1140,0.24067,0.91884,,,,
1141,0.24823,0.90435,,,,
1142,0.2116,0.93623,,,,
1143,0.25804,0.92754,,,,
1144,0.27608,0.90435,,,,
1145,0.25938,0.90435,,,,
1146,0.23591,0.91014,,,,
1147,0.24857,0.91304,,,,
1148,0.28642,0.89855,,,,
1149,0.28539,0.89275,,,,
1150,0.23934,0.92754,,,,
1151,0.26623,0.89565,,,,
1152,0.20669,0.92464,,,,
1153,0.25861,0.91304,,,,
1154,0.27712,0.90145,,,,
1155,0.2689,0.90725,,,,
1156,0.28668,0.90435,,,,
1157,0.26983,0.89565,,,,
1158,0.30846,0.87246,,,,
1159,0.25225,0.91014,,,,
1160,0.30156,0.90145,,,,
1161,0.24978,0.91014,,,,
1162,0.2649,0.90725,,,,
1163,0.27901,0.90435,,,,
1164,0.20619,0.93913,,,,
1165,0.28883,0.90145,,,,
1166,0.22147,0.91594,,,,
1167,0.22928,0.92174,,,,
1168,0.2355,0.92464,,,,
1169,0.25021,0.91594,,,,
1170,0.26305,0.91014,,,,
1171,0.25051,0.92464,,,,
1172,0.28674,0.91594,,,,
1173,0.2852,0.90435,,,,
1174,0.28781,0.89855,,,,
1175,0.23702,0.92174,,,,
1176,0.29271,0.90435,,,,
1177,0.24435,0.90435,,,,
1178,0.24087,0.91884,,,,
1179,0.26103,0.90435,,,,
1180,0.22969,0.91594,,,,
1181,0.24174,0.91884,,,,
1182,0.20903,0.93043,,,,
1183,0.21146,0.92464,,,,
1184,0.27238,0.88986,,,,
1185,0.30623,0.88696,,,,
1186,0.26668,0.90435,,,,
1187,0.25312,0.91304,,,,
1188,0.27607,0.90725,,,,
1189,0.30326,0.88116,,,,
1190,0.29328,0.88986,,,,
1191,0.26975,0.91594,,,,
1192,0.2334,0.91884,,,,
1193,0.22883,0.92464,,,,
1194,0.27846,0.90435,,,,
1195,0.28694,0.89275,,,,
1196,0.21195,0.91884,,,,
1197,0.22032,0.91014,,,,
1198,0.29378,0.89855,,,,
1199,0.24573,0.90435,,,,
1200,0.29334,0.89565,0.25463,0.92754,,
1201,0.21751,0.92754,,,,
1202,0.24556,0.91884,,,,
1203,0.26465,0.90145,,,,
1204,0.2855,0.89565,,,,
1205,0.23607,0.92464,,,,
1206,0.26967,0.88696,,,,
1207,0.26235,0.91594,,,,
1208,0.29883,0.87536,,,,
1209,0.25902,0.91304,,,,
1210,0.25616,0.90725,,,,
1211,0.2869,0.90435,,,,
1212,0.22476,0.91884,,,,
1213,0.21411,0.92754,,,,
1214,0.24446,0.91594,,,,
1215,0.26723,0.90725,,,,
1216,0.22076,0.92174,,,,
1217,0.27063,0.89855,,,,
1218,0.2655,0.90145,,,,
1219,0.19892,0.93043,,,,
1220,0.27527,0.89855,,,,
1221,0.26519,0.91304,,,,
1222,0.26243,0.91594,,,,
1223,0.25866,0.92174,,,,
1224,0.24116,0.91304,,,,
1225,0.20628,0.93623,,,,
1226,0.23716,0.93043,,,,
1227,0.2278,0.92464,,,,
1228,0.27741,0.89275,,,,
1229,0.20257,0.93623,,,,
1230,0.2239,0.91884,,,,
1231,0.21549,0.93333,,,,
1232,0.22688,0.91594,,,,
1233,0.34049,0.88986,,,,
1234,0.20216,0.94493,,,,
1235,0.32731,0.88116,,,,
1236,0.21235,0.93333,,,,
1237,0.25372,0.91884,,,,
1238,0.27544,0.91304,,,,
1239,0.24451,0.91014,,,,
1240,0.2645,0.91304,,,,
1241,0.24336,0.91884,,,,
1242,0.25803,0.91594,,,,
1243,0.22126,0.93333,,,,
1244,0.25452,0.91884,,,,
1245,0.27307,0.91304,,,,
1246,0.24251,0.91884,,,,
1247,0.23226,0.91884,,,,
1248,0.29132,0.88986,,,,
1249,0.25448,0.90435,,,,
1250,0.29448,0.88986,,,,
1251,0.16486,0.94783,,,,
1252,0.22715,0.91594,,,,
1253,0.26335,0.91884,,,,
1254,0.2729,0.89855,,,,
1255,0.27994,0.89855,,,,
1256,0.23516,0.92174,,,,
1257,0.27658,0.90725,,,,
1258,0.26196,0.91304,,,,
1259,0.27986,0.89855,,,,
1260,0.24334,0.92174,,,,
1261,0.21758,0.92754,,,,
1262,0.239,0.92464,,,,
1263,0.22952,0.93333,,,,
1264,0.27188,0.90725,,,,
1265,0.2636,0.91304,,,,
1266,0.30034,0.89565,,,,
1267,0.26153,0.90435,,,,
1268,0.24554,0.92754,,,,
1269,0.25276,0.91304,,,,
1270,0.30503,0.89565,,,,
1271,0.28793,0.90435,,,,
1272,0.31034,0.89855,,,,
1273,0.20673,0.93043,,,,
1274,0.21223,0.93913,,,,
1275,0.26522,0.90435,,,,
1276,0.23101,0.91884,,,,
1277,0.23119,0.93043,,,,
1278,0.22948,0.91884,,,,
1279,0.24222,0.92464,,,,
1280,0.27186,0.91014,,,,
1281,0.23461,0.92464,,,,
1282,0.24963,0.91884,,,,
1283,0.2691,0.89275,,,,
1284,0.2361,0.91594,,,,
1285,0.21978,0.93333,,,,
1286,0.23428,0.91304,,,,
1287,0.24061,0.91594,,,,
1288,0.19969,0.93043,,,,
1289,0.28961,0.89275,,,,
1290,0.25279,0.91304,,,,
1291,0.23676,0.91014,,,,
1292,0.29385,0.88696,,,,
1293,0.21481,0.92464,,,,
1294,0.26336,0.91304,,,,
1295,0.23193,0.93043,,,,
1296,0.27328,0.90435,,,,
1297,0.2271,0.91884,,,,
1298,0.25029,0.90435,,,,
1299,0.24417,0.91594,,,,
1300,0.30991,0.88986,0.27196,0.90435,,
1301,0.23682,0.91884,,,,
1302,0.2357,0.92174,,,,
1303,0.24914,0.90725,,,,
1304,0.25923,0.90435,,,,
1305,0.25206,0.91594,,,,
1306,0.24248,0.91014,,,,
1307,0.25049,0.91304,,,,
1308,0.22558,0.92174,,,,
1309,0.29067,0.89855,,,,
1310,0.23925,0.92174,,,,
1311,0.21981,0.93043,,,,
1312,0.24228,0.92464,,,,
1313,0.22521,0.93623,,,,
1314,0.25499,0.92754,,,,
1315,0.24163,0.92754,,,,
1316,0.27912,0.90145,,,,
1317,0.2419,0.91594,,,,
1318,0.27339,0.90725,,,,
1319,0.32951,0.86957,,,,
1320,0.25851,0.90725,,,,
1321,0.26641,0.92464,,,,
1322,0.2615,0.92174,,,,
1323,0.2445,0.91304,,,,
1324,0.274,0.89275,,,,
1325,0.28586,0.90145,,,,
1326,0.21261,0.94493,,,,
1327,0.23616,0.91884,,,,
1328,0.2469,0.91884,,,,
1329,0.23763,0.92174,,,,
1330,0.26864,0.90435,,,,
1331,0.2777,0.90725,,,,
1332,0.26431,0.91304,,,,
1333,0.24512,0.91014,,,,
1334,0.24856,0.91014,,,,
1335,0.23753,0.91884,,,,
1336,0.293,0.90435,,,,
1337,0.23373,0.91594,,,,
1338,0.24482,0.90725,,,,
1339,0.22157,0.93333,,,,
1340,0.27546,0.89855,,,,
1341,0.22171,0.92174,,,,
1342,0.24629,0.91594,,,,
1343,0.20526,0.93623,,,,
1344,0.30292,0.88986,,,,
1345,0.25139,0.92174,,,,
1346,0.25354,0.90435,,,,
1347,0.26842,0.90725,,,,
1348,0.23231,0.93333,,,,
1349,0.2221,0.93043,,,,
1350,0.21577,0.93333,,,,
1351,0.27184,0.89275,,,,
1352,0.28315,0.89855,,,,
1353,0.20138,0.93043,,,,
1354,0.24108,0.92174,,,,
1355,0.25495,0.91014,,,,
1356,0.2772,0.90725,,,,
1357,0.25136,0.91884,,,,
1358,0.23318,0.92174,,,,
1359,0.26825,0.91014,,,,
1360,0.26259,0.90435,,,,
1361,0.27048,0.91304,,,,
1362,0.24455,0.92174,,,,
1363,0.24947,0.91014,,,,
1364,0.2569,0.90725,,,,
1365,0.26865,0.89855,,,,
1366,0.24725,0.92464,,,,
1367,0.26009,0.90435,,,,
1368,0.2292,0.91884,,,,
1369,0.2906,0.89275,,,,
1370,0.20628,0.93623,,,,
1371,0.27634,0.90145,,,,
1372,0.2682,0.90145,,,,
1373,0.27046,0.89855,,,,
1374,0.24373,0.91304,,,,
1375,0.24291,0.92464,,,,
1376,0.2868,0.91014,,,,
1377,0.28567,0.88696,,,,
1378,0.24154,0.92174,,,,
1379,0.20933,0.94783,,,,
1380,0.26457,0.90725,,,,
1381,0.24142,0.91304,,,,
1382,0.25371,0.92464,,,,
1383,0.2416,0.92174,,,,
1384,0.24077,0.91884,,,,
1385,0.27151,0.89855,,,,
1386,0.23305,0.91884,,,,
1387,0.21406,0.92754,,,,
1388,0.27676,0.90725,,,,
1389,0.24717,0.90145,,,,
1390,0.29342,0.89855,,,,
1391,0.26888,0.91014,,,,
1392,0.22864,0.91304,,,,
1393,0.2029,0.93043,,,,
1394,0.26743,0.90435,,,,
1395,0.25043,0.91304,,,,
1396,0.26607,0.91594,,,,
1397,0.22579,0.91884,,,,
1398,0.26258,0.90435,,,,
1399,0.25092,0.91594,,,,
1400,0.26072,0.90725,0.29301,0.88696,,
1401,0.2638,0.90435,,,,
1402,0.23142,0.91884,,,,
1403,0.2495,0.91014,,,,
1404,0.33277,0.88696,,,,
1405,0.21998,0.93043,,,,
1406,0.29723,0.88696,,,,
1407,0.24062,0.91594,,,,
1408,0.28721,0.89275,,,,
1409,0.19568,0.92754,,,,
1410,0.27732,0.91014,,,,
1411,0.27084,0.91014,,,,
1412,0.27539,0.88696,,,,
1413,0.29356,0.89565,,,,
1414,0.29149,0.91014,,,,
1415,0.24532,0.91594,,,,
1416,0.26539,0.89565,,,,
1417,0.19576,0.93333,,,,
1418,0.25887,0.90435,,,,
1419,0.27178,0.91014,,,,
1420,0.23179,0.92464,,,,
1421,0.23325,0.92174,,,,
1422,0.25711,0.90725,,,,
1423,0.27208,0.91014,,,,
1424,0.21824,0.92464,,,,
1425,0.22759,0.91304,,,,
1426,0.31381,0.87826,,,,
1427,0.23601,0.91014,,,,
1428,0.23871,0.93043,,,,
1429,0.25733,0.90145,,,,
1430,0.24711,0.92174,,,,
1431,0.26941,0.90145,,,,
1432,0.20064,0.93043,,,,
1433,0.26896,0.91884,,,,
1434,0.27177,0.90435,,,,
1435,0.24198,0.92464,,,,
1436,0.28362,0.89565,,,,
1437,0.23112,0.92174,,,,
1438,0.26859,0.90145,,,,
1439,0.26549,0.90145,,,,
1440,0.26787,0.89275,,,,
1441,0.21785,0.91884,,,,
1442,0.25045,0.90725,,,,
1443,0.22426,0.92754,,,,
1444,0.24706,0.92174,,,,
1445,0.3022,0.89855,,,,
1446,0.25028,0.91014,,,,
1447,0.25751,0.91884,,,,
1448,0.24044,0.92464,,,,
1449,0.25358,0.91594,,,,
1450,0.24704,0.92464,,,,
1451,0.30176,0.89275,,,,
1452,0.23497,0.91014,,,,
1453,0.28389,0.90435,,,,
1454,0.22929,0.93913,,,,
1455,0.30119,0.91014,,,,
1456,0.25385,0.91014,,,,
1457,0.28308,0.88986,,,,
1458,0.24094,0.92754,,,,
1459,0.22184,0.92464,,,,
1460,0.26186,0.92464,,,,
1461,0.25035,0.91304,,,,
1462,0.23275,0.91884,,,,
1463,0.2411,0.92174,,,,
1464,0.25097,0.91594,,,,
1465,0.23213,0.91884,,,,
1466,0.22749,0.92754,,,,
1467,0.28032,0.90435,,,,
1468,0.26216,0.91014,,,,
1469,0.24334,0.91594,,,,
1470,0.2785,0.90145,,,,
1471,0.22571,0.93333,,,,
1472,0.26832,0.91884,,,,
1473,0.28155,0.90145,,,,
1474,0.24987,0.91304,,,,
1475,0.26313,0.90145,,,,
1476,0.27992,0.89855,,,,
1477,0.22672,0.92174,,,,
1478,0.29652,0.88406,,,,
1479,0.15993,0.95362,,,,
1480,0.21064,0.92754,,,,
1481,0.23255,0.92464,,,,
1482,0.26108,0.91014,,,,
1483,0.24856,0.91594,,,,
1484,0.2417,0.91304,,,,
1485,0.24192,0.91884,,,,
1486,0.26728,0.91304,,,,
1487,0.2714,0.90725,,,,
1488,0.27106,0.88986,,,,
1489,0.24311,0.92754,,,,
1490,0.26991,0.89855,,,,
1491,0.24157,0.92174,,,,
1492,0.24539,0.91014,,,,
1493,0.2284,0.91014,,,,
1494,0.19309,0.93333,,,,
1495,0.2465,0.91594,,,,
1496,0.2358,0.92464,,,,
1497,0.21704,0.93333,,,,
1498,0.24334,0.90725,,,,
1499,0.24969,0.92464,,,,
1500,0.22864,0.93043,0.29164,0.89565,,
1501,0.29729,0.89275,,,,
1502,0.25927,0.91594,,,,
1503,0.30024,0.89908,0.26305,0.91304,,
